chunk_id,question
cc-1245,Un producteur peut-il être tenu responsable même sans contrat avec la victime ?
cc-1244,"Si un bâtiment s'effondre, qui est responsable des dégâts causés ?"
cc-1244,Quelles sont les raisons pour lesquelles un propriétaire peut être tenu responsable d'un accident lié à son bâtiment ?
cc-1243,"Si mon grand-parent avait un animal qui a causé un accident, qui est responsable ?"
cc-1243,Je veux savoir si je peux être tenu responsable pour des dommages causés par un animal de la famille.
cc-1241,Quelles sont les raisons pour lesquelles une personne peut être tenue responsable d'un dommage qu'elle a causé ?
cc-1241,Est-ce que la négligence d'une personne peut entraîner des conséquences légales en cas de dommage ?
cc-1240,Que faire si un acte de quelqu'un a causé des problèmes à notre famille ?
cc-1240,Comment peut-on obtenir réparation si un dommage a été causé par une autre personne ?
cc-1246,Que doit faire quelqu'un qui a causé un dommage à l'environnement ?
cc-1246,Est-ce que la personne responsable d'un préjudice écologique doit compenser les dommages ?
cc-1247,Qu'est-ce qu'un préjudice écologique et comment peut-il être réparé ?
cc-1247,Quels types de dommages à l'environnement peuvent donner lieu à une compensation ?
cc-1249,Comment peut-on réparer un dommage causé à l'environnement si la réparation directe n'est pas possible ?
cc-1249,Qui reçoit l'indemnisation si la victime ne peut pas prendre des mesures pour réparer le préjudice écologique ?
cc-1250,Que se passe-t-il si quelqu'un ne respecte pas ses obligations concernant l'environnement ?
cc-1250,Comment les amendes pour non-respect des règles environnementales sont-elles utilisées par le juge ?
cc-1251,Quelles dépenses peuvent être remboursées si je préviens un dommage imminent ?
cc-1251,"Si un préjudice écologique survient, puis-je être indemnisé pour les frais engagés pour le réduire ?"
cc-1252,Que peut faire un juge pour arrêter un dommage écologique si je fais une demande ?
cc-1252,Est-ce que je peux demander des mesures pour protéger l'environnement après un préjudice ?
cc-1248,Qui peut demander une réparation pour un dommage causé à l'environnement ?
cc-1248,Est-ce qu'un particulier comme moi peut agir pour protéger la nature en cas de préjudice écologique ?
cc-1253,Qui est responsable si un voisin cause des nuisances importantes après un héritage ?
cc-1253,Peut-on demander réparation si le trouble vient d'activités anciennes du voisinage ?
cc-1254,Que se passe-t-il si quelqu'un enfreint ses obligations professionnelles et cause des dommages aux autres ?
cc-1254,Comment est déterminé le montant à payer en cas de faute grave d'une personne dans sa profession ?
cc-1242,Quelles sont les personnes responsables des dommages causés par un mineur ?
cc-1242,Dans quels cas un propriétaire n'est-il pas responsable des dommages d'incendie ?
cc-893,Qu'est-ce qu'une libéralité et comment cela fonctionne-t-il dans une succession ?
cc-893,Quels sont les moyens par lesquels une personne peut faire une libéralité ?
cc-894,Qu'est-ce qu'une donation entre vifs et comment cela fonctionne-t-il pour les héritiers ?
cc-894,Comment un donateur renonce-t-il à un bien lors d'une donation entre vifs ?
cc-895,Qu'est-ce qu'un testament et comment fonctionne-t-il pour répartir les biens après le décès ?
cc-895,Est-ce qu'une personne peut changer d'avis sur son testament avant de décéder ?
cc-896,Est-ce que je peux garder un bien pour le rendre à quelqu'un d'autre sans autorisation légale ?
cc-896,Quelles sont les conditions pour conserver un bien en attendant de le remettre à une autre personne ?
cc-899,Comment peut-on partager un bien entre deux personnes dans une succession ?
cc-899,Qu'est-ce que cela signifie d'avoir l'usufruit et la nue-propriété séparément dans une héritage ?
cc-900,Quelles sont les conditions qui ne peuvent pas être imposées dans un testament ?
cc-900,Comment savoir si une clause dans un héritage est valable ou non ?
cc-900-1,Quelles sont les conditions pour qu'une clause d'inaliénabilité soit valable dans une succession ?
cc-900-1,Est-il possible de vendre un bien hérité si la clause d'inaliénabilité n'est plus justifiée ?
cc-900-2,Que faire si les conditions d'un don deviennent trop difficiles à respecter après un changement de situation ?
cc-900-2,Puis-je demander de changer les conditions d'un legs si elles me posent des problèmes aujourd'hui ?
cc-900-3,Comment puis-je demander une révision de la succession si des héritiers ne sont pas clairement identifiés ?
cc-900-3,Que faire si je ne connais pas tous les héritiers lors de la révision de la succession ?
cc-900-4,Que peut faire un juge s'il doit revoir une donation faite par un proche ?
cc-900-4,Comment un juge peut-il adapter les conditions d'une libéralité pour respecter la volonté de la personne qui a donné ?
cc-900-5,Combien de temps après le décès peut-on faire une demande concernant une succession ?
cc-900-5,Quelles preuves dois-je fournir pour montrer que j'ai respecté mes obligations liées à l'héritage ?
cc-900-6,Que faire si je soupçonne une fraude dans la succession de mon grand-parent ?
cc-900-6,Est-ce que je peux contester un jugement sur la succession si je n'étais pas d'accord ?
cc-900-7,Que se passe-t-il si les conditions de la succession deviennent à nouveau réalisables ?
cc-900-7,Les héritiers peuvent-ils demander l'exécution des conditions d'une succession après un changement de situation ?
cc-900-8,Quelles sont les conséquences si quelqu'un conteste une condition d'une donation ?
cc-900-8,Est-ce qu'un héritier peut perdre sa part s'il remet en question une clause de la succession ?
cc-901,Quelles sont les conditions de santé mentale nécessaires pour faire un don ou un testament ?
cc-901,Dans quelles situations un don ou un testament peut-il être annulé ?
cc-902,Qui peut donner ou recevoir des biens par testament ou donation ?
cc-902,Y a-t-il des personnes qui ne peuvent pas recevoir des héritages ou des dons ?
cc-903,Est-ce qu'un enfant de moins de seize ans peut hériter ou donner des biens ?
cc-903,Quelles sont les règles pour les mineurs concernant les successions ou les donations ?
cc-904,À quel âge un mineur peut-il commencer à rédiger un testament ?
cc-904,Quelles sont les limites pour un mineur concernant la disposition de ses biens ?
cc-906,Est-ce que je peux hériter si je suis né après la donation de mes parents ?
cc-906,Un enfant conçu mais pas encore né peut-il bénéficier d'un testament ?
cc-907,Est-ce qu'un mineur peut donner des biens à son tuteur par testament ?
cc-907,Quelles sont les conditions pour qu'un héritier puisse donner à son ancien tuteur après avoir atteint la majorité ?
cc-909,Est-ce que les médecins qui ont soigné une personne décédée peuvent hériter d'elle ?
cc-909,Quelles sont les exceptions pour qu'un soignant puisse bénéficier d'un héritage ?
cc-913-1,Est-ce que mes enfants sont considérés comme des héritiers dans la succession de leur grand-parent ?
cc-913-1,Puis-je hériter même si je suis un petit-enfant et non un enfant direct ?
cc-914-1,Est-ce que le conjoint survivant a des droits sur les biens laissés par le défunt ?
cc-914-1,Combien de biens peuvent être donnés par testament si le défunt avait un conjoint et pas d'enfants ?
cc-917,Que se passe-t-il si la valeur d'un héritage dépasse ce que je peux recevoir ?
cc-917,Puis-je choisir entre accepter un héritage ou renoncer à une partie de celui-ci ?
cc-918,Comment se passe le calcul des biens donnés avant le décès dans une succession ?
cc-918,Qui peut demander une réduction si des biens ont été donnés à un héritier avant le décès ?
cc-919,Qu'est-ce que la quotité disponible et comment peut-elle être donnée aux héritiers ?
cc-919,Comment savoir si un don fait est hors part successorale pour éviter des problèmes lors de la succession ?
cc-920,Que se passe-t-il si un héritier a reçu plus que sa part légale dans un héritage ?
cc-920,Comment peut-on réduire les cadeaux faits par le défunt qui dépassent ce qui est autorisé ?
cc-922,Comment évaluer la valeur des biens au moment du décès d'un proche ?
cc-922,Que se passe-t-il si des biens ont été donnés avant le décès ?
cc-923,Comment se passe la réduction des donations si le testament contient des biens ?
cc-923,Dans quel ordre les donations sont-elles réduites lors d'une succession ?
cc-924,Que se passe-t-il si un héritier reçoit plus que sa part légale dans une succession ?
cc-924,Comment un héritier doit-il compenser les autres si sa part dépasse ce qu'il devrait recevoir ?
cc-926,Que se passe-t-il si un testament dépasse la part que je peux légalement hériter ?
cc-926,Comment est calculée la réduction des legs si les donations sont trop importantes ?
cc-927,"Si un héritier a reçu un bien en héritage, est-ce qu'il peut être réduit si d'autres héritiers ont des droits ?"
cc-927,Comment savoir si un legs donné a plus de valeur que les autres legs dans une succession ?
cc-928,Que se passe-t-il si un héritier a reçu plus que sa part légale ?
cc-928,À partir de quand doit-on rendre les biens reçus en trop dans une succession ?
cc-929,Puis-je décider de ne pas demander ma part d'héritage en faveur de quelqu'un d'autre ?
cc-929,Est-ce que ma renonciation à l'héritage doit être acceptée pour être valable ?
cc-930,Comment peut-on renoncer à une part d'héritage de manière officielle ?
cc-930,Quelles sont les conditions pour que la renonciation à l'héritage soit valable ?
cc-931,Comment doit-on procéder pour effectuer une donation de son vivant ?
cc-931,Quelles sont les conséquences si une donation n'est pas faite devant un notaire ?
cc-932,Quand un don est-il considéré comme accepté par le donataire ?
cc-932,Quels sont les effets d'une donation si elle n'a pas été acceptée clairement ?
cc-933,Comment un adulte peut-il accepter une donation s'il ne peut pas le faire lui-même ?
cc-933,Quelles sont les démarches à suivre pour qu'une personne accepte une donation en mon nom ?
cc-935,Comment un mineur peut-il recevoir une donation si ses parents ne sont pas ses tuteurs ?
cc-935,Qui doit accepter une donation faite à un mineur non émancipé ?
cc-936,Comment une personne sourde-muette peut-elle accepter une donation si elle sait écrire ?
cc-936,Que se passe-t-il pour un sourd-muet qui ne sait pas écrire concernant l'acceptation d'une donation ?
cc-938,Comment une donation devient-elle valable entre deux personnes ?
cc-938,Quelles sont les étapes nécessaires pour que le donataire reçoive un bien donné ?
cc-941,Que se passe-t-il si la donation n'a pas été rendue publique ?
cc-941,Qui peut contester une donation si elle n'a pas été publiée ?
cc-943,Est-ce qu'une donation peut inclure des biens que le donateur n'a pas encore ?
cc-943,Quels types de biens peuvent être donnés de son vivant sans problème ?
cc-944,Quelles sont les conditions pour qu'une donation soit valable entre deux personnes ?
cc-944,Que se passe-t-il si une donation dépend uniquement de la volonté du donneur ?
cc-945,Quelles sont les conditions pour qu'une donation soit valable dans une succession ?
cc-945,Une donation peut-elle être annulée si elle impose de payer d'autres dettes non mentionnées ?
cc-946,Que devient un bien donné si la personne qui a fait le don ne l'a pas utilisé avant sa mort ?
cc-946,Les héritiers peuvent-ils récupérer une somme d'argent laissée dans une donation si le donateur ne s'en est pas servi ?
cc-947,Quelles sont les exceptions aux règles sur les donations que je devrais connaître ?
cc-947,Les règles sur les donations entre vivants s'appliquent-elles à toutes les situations de succession ?
cc-948,Comment doit-on procéder pour que la donation de biens soit considérée comme valide ?
cc-948,Quelles sont les conditions à remplir pour que les effets mobiliers soient donnés légalement ?
cc-949,Est-ce que je peux garder l'usage d'un bien donné même si je ne suis pas le propriétaire ?
cc-949,Un donateur peut-il décider de garder des droits sur un bien qu'il offre à quelqu'un d'autre ?
cc-950,Que se passe-t-il quand un bien donné doit être récupéré après la fin de l'usufruit ?
cc-950,Quels recours ai-je si des objets donnés ne sont plus disponibles à la fin de l'usufruit ?
cc-951,Est-ce que je peux récupérer un cadeau si la personne qui l'a reçu décède avant moi ?
cc-951,Un donateur peut-il prévoir de reprendre un don si le bénéficiaire meurt avant lui ?
cc-952,Que se passe-t-il avec les biens donnés si le donateur souhaite les récupérer ?
cc-952,Les biens retournés au donateur sont-ils soumis à des dettes ou charges ?
cc-953,Quelles sont les raisons pour lesquelles une donation peut être annulée après sa réalisation ?
cc-953,Dans quelles situations un donateur peut-il retirer une donation faite de son vivant ?
cc-954,Que se passe-t-il si une donation n'est pas respectée par le bénéficiaire ?
cc-954,Est-ce que les biens donnés peuvent revenir au donateur en cas de non-respect des conditions ?
cc-955,Dans quelles situations un don peut-il être annulé à cause d'un comportement ingrat de la part du bénéficiaire ?
cc-955,Quelles actions d'un héritier peuvent justifier le retrait d'une donation faite par le donateur ?
cc-956,Est-ce que je peux annuler une donation si les conditions ne sont pas respectées ?
cc-956,Peut-on retirer une donation simplement parce que la personne a été ingrate ?
cc-957,Est-ce que je peux annuler une donation si je découvre un comportement inacceptable après la mort du donateur ?
cc-957,Combien de temps ai-je pour demander l'annulation d'une donation pour cause d'ingratitude ?
cc-959,Est-ce qu'une donation faite pour un mariage peut être annulée si le donataire se comporte mal ?
cc-959,"Si une personne donne un bien pour un mariage, peut-elle changer d'avis plus tard ?"
cc-961,Est-ce qu'une donation peut être annulée même si l'enfant était déjà en route au moment de la donation ?
cc-961,Peut-on changer d'avis sur une donation faite avant la naissance d'un enfant ?
cc-963,Que devient un bien donné si la donation est annulée ?
cc-963,Les biens révoqués d'une donation sont-ils soumis à des dettes du bénéficiaire ?
cc-964,Que se passe-t-il si l'enfant qui a reçu une donation décède ?
cc-964,La mort d'un héritier peut-elle annuler une donation faite par un proche ?
cc-965,Est-ce que le donateur peut changer d'avis sur un don s'il a un nouvel enfant ?
cc-965,Un donateur peut-il décider de ne plus annuler un don après avoir eu un enfant ?
cc-966,Combien de temps un donateur a-t-il pour annuler une donation après la naissance de son dernier enfant ?
cc-966,Qui peut demander l'annulation d'une donation entre vifs dans le cadre des règles de succession ?
cc-967,Comment un proche peut-il exprimer ses souhaits concernant ses biens après son décès ?
cc-967,Quelles sont les différentes façons dont une personne peut organiser sa succession par testament ?
cc-968,Est-il possible pour deux personnes de rédiger un testament ensemble ?
cc-968,Un testament peut-il bénéficier à plusieurs personnes en même temps ?
cc-969,Quels types de testaments existent pour transmettre un héritage ?
cc-969,Comment peut-on rédiger un testament pour que ce soit valide ?
cc-970,Quelles sont les conditions pour qu'un testament écrit à la main soit valide ?
cc-970,Un testament doit-il suivre des règles spécifiques en plus d'être écrit et signé ?
cc-971,Comment un testament peut-il être validé en présence de notaires et de témoins ?
cc-971,Quels sont les témoins nécessaires pour un testament officiel ?
cc-973,Comment un testament doit-il être signé pour être valide ?
cc-973,Que se passe-t-il si la personne ne peut pas signer son testament ?
cc-974,Qui doit signer un testament pour qu'il soit valable dans une succession ?
cc-974,Quels sont les documents nécessaires pour officialiser un testament lors d'une succession ?
cc-975,Qui ne peut pas être témoin lors de la rédaction d'un testament ?
cc-975,Les membres de ma famille peuvent-ils témoigner pour un testament que je rédige ?
cc-976,Comment un testateur doit-il préparer un testament mystique pour qu'il soit valide ?
cc-976,Quelles sont les étapes à suivre pour faire reconnaître un testament par un notaire et des témoins ?
cc-977,Que se passe-t-il si la personne qui a fait le testament ne sait pas signer ?
cc-977,Comment est mentionné le fait qu'un testateur ne peut pas signer son testament ?
cc-978,Quelles sont les limites pour quelqu'un qui ne sait pas lire en matière de testament ?
cc-978,Est-ce qu'une personne handicapée à l'écrit peut rédiger un testament comme les autres ?
cc-979,Que se passe-t-il si une personne ne peut pas parler mais peut écrire un testament ?
cc-979,Un testament mystique est-il valide s'il ne respecte pas toutes les règles légales ?
cc-980,Quelles sont les conditions que doivent remplir les témoins d'un testament ?
cc-980,Est-ce que des membres d'un couple peuvent être témoins d'un même testament ?
cc-982,Comment un testament peut-il être rédigé si la personne est à l'hôpital ?
cc-982,Qui peut recevoir un testament dans un cadre militaire en cas de maladie ou blessure ?
cc-983,Comment se passe le dépôt du testament si le testateur ne peut pas faire un double original ?
cc-983,Que doit-on faire si le testament est signé par des témoins en raison de la santé du testateur ?
cc-984,Que se passe-t-il si le testament n'est pas renouvelé après six mois dans un lieu approprié ?
cc-984,Comment un testament peut-il rester valide si le testateur change de situation après six mois ?
cc-987,Que se passe-t-il si un testament n'est pas utilisé dans les six mois après la réouverture des communications ?
cc-987,Pourquoi un testament peut-il devenir invalide après six mois dans certaines situations ?
cc-988,Comment un testament peut-il être fait en mer si on ne peut pas contacter la terre ?
cc-988,Qui peut recevoir un testament à bord d'un navire en cas d'urgence ?
cc-989,Comment un testament est-il validé pour les bâtiments de l'État en l'absence d'un officier d'administration ?
cc-989,Qui peut recevoir un testament sur les bâtiments autres que ceux de l'État ?
cc-990,Que se passe-t-il si le testateur ne peut pas faire un double de son testament ?
cc-990,Comment est validé un testament si le deuxième original n'est pas disponible à cause de la santé du testateur ?
cc-991,Que doit faire un agent diplomatique français avec un testament déposé à l'étranger ?
cc-991,Comment un testament est-il transmis au ministre de la mer depuis un port étranger ?
cc-992,Comment doit-on gérer un testament arrivé par bateau dans un port français ?
cc-992,Que se passe-t-il pour un testament lors de son transport maritime ?
cc-994,"Un testament fait en mer est-il toujours valide, même si le testateur revient à terre ?"
cc-994,Quels sont les délais pour qu'un testament maritime reste valable après le débarquement ?
cc-995,Quelles sont les règles pour un testament fait en mer pour des officiers non liés au testateur ?
cc-995,Un testament rédigé pendant un voyage maritime est-il valable s'il concerne des officiers du bateau ?
cc-996,Comment se déroule la lecture du testament en présence des témoins ?
cc-996,Pourquoi est-il important de mentionner la lecture dans le testament ?
cc-997,Comment un testament doit-il être signé pour être valide dans une succession ?
cc-997,Qui doit signer un testament en plus du testateur pour qu'il soit valable ?
cc-998,Que se passe-t-il si la personne qui a fait le testament ne peut pas signer ?
cc-998,Comment doit-on procéder si un témoin ne peut pas signer le testament ?
cc-999,Comment un Français peut-il rédiger son testament s'il est à l'étranger ?
cc-999,Quelles sont les options pour faire un testament à l'étranger selon les règles en vigueur ?
cc-1000,Comment un testament fait à l'étranger peut-il être valide pour des biens en France ?
cc-1000,Que dois-je faire si le testament concerne des propriétés situées en France ?
cc-1001,Quelles sont les règles à suivre pour que le testament soit valable ?
cc-1001,Que se passe-t-il si les formalités du testament ne sont pas respectées ?
cc-1002,Quelles sont les différentes façons dont une personne peut transmettre ses biens par testament ?
cc-1002,Comment un testament peut-il désigner un héritier ou un legs spécifique ?
cc-1003,Qu'est-ce qu'un legs universel et comment cela fonctionne-t-il après un décès ?
cc-1003,"Si je reçois un legs universel, que signifie-t-il pour les biens de mon grand-parent ?"
cc-1004,Que se passe-t-il pour les héritiers lorsque la personne décède et laisse un testament ?
cc-1004,Comment un héritier peut-il récupérer sa part des biens d'une succession après un décès ?
cc-1005,Quand puis-je commencer à profiter des biens laissés par le testament de mon grand-parent ?
cc-1005,Que se passe-t-il si je ne fais pas la demande de délivrance dans l'année suivant le décès ?
cc-1006,Que se passe-t-il si le défunt n'a pas d'héritiers réservataires ?
cc-1006,Est-ce que le légataire universel doit faire une demande pour recevoir les biens ?
cc-1009,"Si je reçois tout l'héritage, devrai-je payer des dettes de la succession ?"
cc-1009,Quelles sont mes responsabilités si je suis le légataire qui reçoit tout des biens ?
cc-1010,Qu'est-ce qu'un legs à titre universel dans une succession ?
cc-1010,Comment un héritier peut-il comprendre la part de biens héritée d'un testateur ?
cc-1011,Comment dois-je demander ma part d'héritage après le décès de mon grand-parent ?
cc-1011,À qui dois-je m'adresser pour obtenir ma part des biens laissés par un proche ?
cc-1012,Quelles sont les responsabilités d'un héritier par rapport aux dettes de la succession ?
cc-1012,Un héritier doit-il payer les dettes de la succession même s'il n'a pas hérité de tout ?
cc-1013,Que se passe-t-il si le testament mentionne des legs spécifiques et des héritiers ?
cc-1013,Comment un héritier doit-il partager les biens si le testament ne couvre pas tout ?
cc-1014,Qu'est-ce qu'un legs et quand puis-je en bénéficier après le décès de mon grand-parent ?
cc-1014,Est-ce que je peux recevoir directement ce qui m'est légué dès le décès de mon aïeul ?
cc-1015,Quand commence-t-on à bénéficier des intérêts d'un héritage après le décès du testateur ?
cc-1015,Est-ce que je dois faire une demande pour recevoir les bénéfices d'un bien légué ?
cc-1016,Qui doit payer les frais liés à la demande de délivrance des biens dans une succession ?
cc-1016,Est-ce que les droits d'enregistrement sont à la charge de l'héritier ou du légataire ?
cc-1017,Comment les héritiers doivent-ils payer un legs en fonction de leur part dans la succession ?
cc-1017,"Si je reçois un legs, suis-je responsable de sa valeur en fonction de ma part d'héritage ?"
cc-1018,Comment la chose léguée doit-elle être remise aux héritiers après le décès du donateur ?
cc-1018,Dans quel état devrons-nous recevoir l'objet de la succession lors de la transmission ?
cc-1019,"Si un proche a laissé un bien immobilier, est-ce que les ajouts faits après comptent aussi ?"
cc-1019,Les améliorations apportées à un bien hérité sont-elles considérées comme faisant partie de l'héritage ?
cc-1020,Que se passe-t-il si le bien hérité est déjà engagé pour une dette ?
cc-1020,Dois-je libérer le bien hérité d'une charge avant de l'accepter ?
cc-1021,Que se passe-t-il si le testament mentionne un bien qui n'appartient pas au défunt ?
cc-1021,Est-ce que je peux hériter d'un bien qui ne m'appartient pas selon le testament ?
cc-1022,"Si un bien hérité est décrit de manière vague, quelle qualité doit-il avoir ?"
cc-1022,Est-ce que je dois donner le meilleur ou le pire des biens que j'ai reçu ?
cc-1023,Est-ce qu'un créancier peut recevoir un héritage pour compenser ce qu'il doit ?
cc-1023,Un domestique peut-il recevoir un héritage au lieu de son salaire ?
cc-1024,Est-ce que je dois payer les dettes de la succession si je reçois un héritage spécifique ?
cc-1024,Quelles sont les obligations financières pour un héritier qui reçoit un legs particulier ?
cc-1025,Qui peut être désigné pour s'assurer que les dernières volontés d'un défunt sont respectées ?
cc-1025,Est-ce que les responsabilités d'un exécuteur testamentaire peuvent être transmises à quelqu'un d'autre après son décès ?
cc-1026,Quelles sont les raisons pour lesquelles un exécuteur testamentaire peut être remplacé par le tribunal ?
cc-1026,Comment un tribunal peut-il décider de retirer un exécuteur testamentaire de ses fonctions ?
cc-1027,Que se passe-t-il si plusieurs exécuteurs testamentaires acceptent la succession ?
cc-1027,Un exécuteur testamentaire peut-il agir seul si les autres ne sont pas disponibles ?
cc-1028,Que fait l'exécuteur testamentaire s'il y a des disputes sur le testament ?
cc-1028,Comment l'exécuteur testamentaire aide-t-il à faire respecter les volontés du défunt ?
cc-1030,Est-ce que l'exécuteur testamentaire peut vendre des biens pour payer des dettes de succession ?
cc-1030,Un exécuteur testamentaire a-t-il le droit de gérer le mobilier hérité ?
cc-1031,Combien de temps un exécuteur testamentaire peut-il être désigné pour gérer une succession ?
cc-1031,Est-il possible de prolonger la durée de l'habilitation d'un exécuteur testamentaire ?
cc-1032,Combien de temps un exécuteur testamentaire a-t-il pour accomplir sa mission ?
cc-1032,Que se passe-t-il si l'exécuteur a besoin de plus de temps pour terminer son travail ?
cc-1033,Qui doit faire le bilan après la mission de l'exécuteur testamentaire ?
cc-1033,Que se passe-t-il si l'exécuteur testamentaire décède avant de rendre ses comptes ?
cc-1034,Qui paie les dépenses liées au travail de l'exécuteur testamentaire lors d'une succession ?
cc-1034,Est-ce que les frais de l'exécuteur testamentaire sont déduits de l'héritage ?
cc-1035,Comment peut-on annuler un testament si on souhaite changer ses dispositions ?
cc-1035,Quelles sont les façons de révoquer un testament déjà établi ?
cc-1036,Que se passe-t-il si un nouveau testament contredit un ancien ?
cc-1036,Un nouveau testament annule-t-il complètement les dispositions d'un précédent ?
cc-1037,Que se passe-t-il si un héritier refuse de prendre ce qui est laissé dans un testament ?
cc-1037,Un testament peut-il être annulé même si l'héritier ne peut pas l'exécuter ?
cc-1038,Que se passe-t-il si le testateur vend un bien qui a été légué ?
cc-1038,Un legs est-il toujours valable si le testateur a disposé du bien après l'avoir légué ?
cc-1039,Que se passe-t-il si la personne désignée dans un testament ne vit plus au moment du décès ?
cc-1039,Est-ce qu'un testament reste valable si le bénéficiaire est décédé avant le testateur ?
cc-1040,Que se passe-t-il si l'héritier décède avant que la condition de l'héritage soit remplie ?
cc-1040,Est-ce qu'un testament peut devenir invalide si une condition n'est pas réalisée ?
cc-1041,"Si un testament inclut une condition, cela signifie-t-il que l'héritier ne recevra rien tant que cette condition n'est pas remplie ?"
cc-1041,Un héritier peut-il transmettre son droit à un bien même si son testament contient une condition suspendue ?
cc-1042,Que se passe-t-il si un bien légué n'existe plus au moment de la succession ?
cc-1042,Est-ce que je peux hériter d'un bien qui a disparu après le décès de mon grand-parent ?
cc-1043,Que se passe-t-il si un héritier refuse le testament de son grand-parent ?
cc-1043,Un héritier peut-il perdre ses droits sur un héritage s'il ne peut pas le recevoir ?
cc-1044,Que se passe-t-il si plusieurs personnes reçoivent un leg sans parts définies ?
cc-1044,Comment fonctionne le partage d'un leg entre plusieurs héritiers si rien n'est précisé ?
cc-1045,Que se passe-t-il si un bien indivisible est donné à plusieurs héritiers dans le même acte ?
cc-1045,Est-ce que plusieurs personnes peuvent recevoir un bien en même temps dans un testament ?
cc-1046,Quelles sont les raisons qui permettent d'annuler un testament après son écriture ?
cc-1046,Peut-on révoquer un testament dans les mêmes situations qu'une donation ?
cc-1047,Quelle est la durée maximale pour contester un testament en cas d'injure grave envers le défunt ?
cc-1047,Est-il possible de demander l'annulation d'un testament après un certain délai si un affront a été fait au testateur ?
cc-1048,Qu'est-ce qu'une libéralité et comment peut-elle être liée à une obligation de transmission ?
cc-1048,Est-ce que je peux être obligé de conserver un bien reçu en héritage pour le transmettre à quelqu'un d'autre ?
cc-1049,Comment savoir si un bien est toujours présent au moment du décès pour bénéficier de la donation ?
cc-1049,Que se passe-t-il si des actions ou biens ont été vendus avant le décès ?
cc-1050,Quand est-ce que le second héritier peut commencer à bénéficier de son héritage ?
cc-1050,Est-ce que le premier héritier peut renoncer à son droit en faveur du second héritier ?
cc-1051,Comment les droits d'un héritier sont-ils liés à ceux de la personne qui a fait un don ?
cc-1051,Quelles sont les conditions pour qu'un héritier bénéficie d'un don reçu par son ancêtre ?
cc-1052,Comment peut-on s'assurer que les conditions d'une succession seront respectées par les héritiers ?
cc-1052,Quelles mesures peut prendre un défunt pour garantir que ses souhaits seront suivis après sa mort ?
cc-1053,Est-ce que le deuxième héritier doit garder et transmettre ce qu'il a reçu ?
cc-1053,"Si une charge est imposée, qui doit s'en occuper dans la succession ?"
cc-1054,Comment une part de l'héritage peut-elle être affectée par une charge si je suis héritier ?
cc-1054,Quel recours ai-je si une charge pèse sur ma part d'héritage et que je veux en être exonéré ?
cc-1055,Est-ce que je peux accepter un héritage même après le décès de la personne qui a fait la donation ?
cc-1055,Mon grand-parent peut-il annuler une donation faite à un autre héritier avant qu'il ne l'accepte ?
cc-1056,Que se passe-t-il si la personne qui reçoit un don meurt avant d'en bénéficier ?
cc-1056,Les héritiers peuvent-ils récupérer un don si le bénéficiaire renonce à son droit ?
cc-1057,Comment fonctionne le partage des biens dans un héritage si le premier héritier décède avant moi ?
cc-1057,Est-il possible qu'un héritier reçoive ce qui reste d'un don après le décès du premier bénéficiaire ?
cc-1058,Que se passe-t-il si la première personne qui reçoit un bien le vend ?
cc-1058,Est-ce que le deuxième héritier peut réclamer de nouveaux biens achetés par le premier héritier ?
cc-1059,Puis-je donner les biens que j'ai reçus en héritage si je suis le premier héritier ?
cc-1059,"Est-ce que je peux léguer les biens que j'ai reçus, même si c'est en avance sur ma part ?"
cc-1060,Est-ce que la personne qui reçoit un héritage doit justifier comment elle l'utilise ?
cc-1060,Les héritiers peuvent-ils demander des comptes à celui qui a reçu un cadeau de la personne décédée ?
cc-1061,Qu'est-ce qu'une libéralité résiduelle et comment cela fonctionne-t-il pour notre héritage ?
cc-1061,Y a-t-il des règles spécifiques à suivre pour les libéralités résiduelles dans une succession ?
cc-1075-1,Est-ce que je peux partager les biens de mon grand-parent avec mes cousins ?
cc-1075-1,Puis-je recevoir une part des biens même si je ne suis pas l'héritier direct ?
cc-1075-2,Peut-on partager une entreprise familiale lors d'une succession entre plusieurs héritiers ?
cc-1075-2,Comment fonctionne la donation-partage d'une entreprise dans le cadre d'une succession ?
cc-1075-3,Est-ce que je peux contester une donation-partage si je pense qu'elle est injuste ?
cc-1075-3,Peut-on demander un ajustement après une donation-partage si je me sens lésé ?
cc-1076,Est-ce que je peux recevoir des biens futurs dans une donation-partage ?
cc-1076,Peut-on réaliser une donation et un partage à des moments différents ?
cc-1077,"Si j'ai reçu un bien avant le décès, cela compte-t-il dans ma part d'héritage ?"
cc-1077,Les biens que j'ai obtenus en avance réduisent-ils ce que je devrais hériter ?
cc-1077-1,Que faire si je n'ai pas reçu ma part équitable lors d'une donation-partage ?
cc-1077-1,Comment puis-je réclamer ma part si elle est inférieure à ce que je devrais avoir ?
cc-1077-2,Comment un héritier peut-il contester une donation-partage après le décès de la personne qui l'a faite ?
cc-1077-2,Quel délai a un héritier pour agir en cas de désaccord sur une donation-partage ?
cc-1078,Comment sont évalués les biens donnés lors d'une donation-partage entre héritiers ?
cc-1078,Quelles conditions doivent être remplies pour que chaque héritier accepte un lot dans le partage anticipé ?
cc-1078-2,Que se passe-t-il si un héritier a déjà reçu un cadeau avant le partage ?
cc-1078-2,Comment un don fait avant le décès est-il pris en compte dans la succession ?
cc-1078-3,Est-ce que je peux recevoir une part de l'héritage sans nouvelle donation de la personne décédée ?
